Show Number, Air Date, Round, Category, Value, Question, Answer,,,
6210,9/23/2011,Double Jeopardy!,PAINT IN OILS,$400 ,"Who needs a brush?  According to a student of Titian's, the master would do his final retouching using these",fingers,,,
6210,9/23/2011,Double Jeopardy!,ANIMAL ADJECTIVES,$400 ,Ursine,bearlike,,,
6210,9/23/2011,Double Jeopardy!,MEDICAL MILESTONES,$800 ,News of his rabies vaccine spread throughout the world after it proved successful in 1885,(Louis) Pasteur,,,
6210,9/23/2011,Double Jeopardy!,DESCRIBING THE OSCAR-WINNING FILM,$800 ,"Great show at the Colosseum; all roads lead to Crowe; at my signal, unleash a hell of a movie",Gladiator,,,
6210,9/23/2011,Double Jeopardy!,CHARACTERS IN AMERICAN BOOKS,$800 ,"On her deathbed, this angelic little girl asks her dad to free Uncle Tom",Little Eva,,,
6210,9/23/2011,Double Jeopardy!,REINVENTING THE WHEEL,$800 ,The wheel lock mechanism later used in lighters was invented around 1500 to ignite the powder in these,guns,,,
6210,9/23/2011,Double Jeopardy!,PAINT IN OILS,$800 ,"Get hold of ""Marine Painting in Oil"" by E. John Robinson to learn how to paint this 8-letter type of work",a seascape,,,
6210,9/23/2011,Double Jeopardy!,ANIMAL ADJECTIVES,$800 ,Taurine,bull-like,,,
6210,9/23/2011,Double Jeopardy!,MEDICAL MILESTONES,"$2,000 ",Her scoring system that assesses the health of newborn babies was introduced in 1952,(Virginia) Apgar,,,
6210,9/23/2011,Double Jeopardy!,DESCRIBING THE OSCAR-WINNING FILM,"$1,200 ","Cruise into Vegas; Babbitt is rich; a big plug for Qantas' air safety, definitely, definitely",Rain Man,,,
6210,9/23/2011,Double Jeopardy!,CHARACTERS IN AMERICAN BOOKS,"$1,200 ","In ""To Kill a Mockingbird"", this recluse saves Jem & Scout from Bob Ewell",Boo Radley,,,
6210,9/23/2011,Double Jeopardy!,REINVENTING THE WHEEL,"$1,200 ",Improved care in WWII meant more soldiers badly hurt but not dead; that prompted George Klein to motorize this,the wheelchair,,,
6210,9/23/2011,Double Jeopardy!,PAINT IN OILS,"$1,200 ",Avoid cracking by applying pigment with more oil over pigment with less oil--& more of this thinner made from pines,turpentine,,,
6210,9/23/2011,Double Jeopardy!,ANIMAL ADJECTIVES,"$1,200 ",Columbine,a dove,,,
6210,9/23/2011,Double Jeopardy!,MEDICAL MILESTONES,"$1,600 ",In 1987 the drug known by these 3 letters became the first approved for treating AIDS,AZT,,,
6210,9/23/2011,Double Jeopardy!,DESCRIBING THE OSCAR-WINNING FILM,"$1,600 ",A Renner runs through it; time to Iraq & roll; that movie is the bomb!,Hurt Locker,,,
6210,9/23/2011,Double Jeopardy!,CHARACTERS IN AMERICAN BOOKS,"$3,600 ","Kilgore Trout, the fictional author of several cleverly ironic sci-fi novels, is a character in many of his books",Kurt Vonnegut,,,
6210,9/23/2011,Double Jeopardy!,REINVENTING THE WHEEL,"$1,600 ","Homer uses the image ""as when"" this artisan ""makes trial of his wheel... to see if it will run smooth""",a potter,,,
6210,9/23/2011,Double Jeopardy!,PAINT IN OILS,"$1,600 ","This technique of applying thin layers gives richer color than if you'd just mixed the paint; you can do it with ham, too",glazing,,,
6210,9/23/2011,Double Jeopardy!,ANIMAL ADJECTIVES,"$1,600 ",Cervine,deer,,,
6210,9/23/2011,Double Jeopardy!,MEDICAL MILESTONES,"$2,000 ","In 2006 this vaccine that protects against HPV, a cause for cervical cancer, was approved for females 9 to 26",Gardasil,,,
6210,9/23/2011,Double Jeopardy!,DESCRIBING THE OSCAR-WINNING FILM,"$2,000 ","A Ludacris carjacking; L.A. stories; Matt Dillon is an officer, not a marshal",Crash,,,
6210,9/23/2011,Double Jeopardy!,CHARACTERS IN AMERICAN BOOKS,"$2,000 ","In ""The Sun Also Rises"", Jake Barnes struggles with his feelings for this fickle British lady",Lady Brett Ashley,,,
6210,9/23/2011,Double Jeopardy!,REINVENTING THE WHEEL,"$2,000 ","Around 1700 this, a ship's steering system, was improved by adding a wheel",the helm,,,
6210,9/23/2011,Double Jeopardy!,PAINT IN OILS,"$2,000 ","<a href=""http://www.j-archive.com/media/2011-09-23_DJ_23.jpg"" target=""_blank"">Rembrandt</a> used the other end of a brush to depict <a href=""http://www.j-archive.com/media/2011-09-23_DJ_23a.jpg"" target=""_blank"">curls</a>, a technique called scraffito, from the Italian for this action",scratching,,,
6210,9/23/2011,Double Jeopardy!,ANIMAL ADJECTIVES,"$2,000 ",Murine,a mouse,,,
6210,9/23/2011,Final Jeopardy!,AMERICAN BUSINESS,None,In the 1880s he developed Crystal A Caramels; a product under his own name came out in 1900,Hershey,,,
6136,4/25/2011,Jeopardy!,THE 112th CONGRESS,$200 ,In 2010 this Arizonan won a fifth 6-year term to the Senate,John McCain,,,
6136,4/25/2011,Jeopardy!,ONE-WORD FILM TITLES,$200 ,This 2009 film is the all-time top-grossing movie in the U.S. & the world,Avatar,,,
6136,4/25/2011,Jeopardy!,PUMP UP THE JAM,$200 ,"""Let me take you down, 'cause I'm going to..."" California, which produces 3/4 of this jam item in the United States",strawberry,,,
6136,4/25/2011,Jeopardy!,COMMUNITY COLLEGE ALUMNI,$200 ,"An Observatory at Corning CC, her alma mater, is named for Eileen Collins, the first woman to command this NASA vehicle",the Space Shuttle,,,
6136,4/25/2011,Jeopardy!,"""V"" 8-LETTER WORDS",$200 ,It's a synonym for speed,velocity,,,
6136,4/25/2011,Jeopardy!,PACIFIC OCEAN LIFE,$200 ,"(<a href=""http://www.j-archive.com/media/2011-04-25_J_17.wmv"">Sarah of the Clue Crew reads from the Maui Ocean Center.</a>)  To be hard to see from both above and below, many sharks have dark backs and paler bellies; this was named ""counter-shading"" by Abbot Thayer, an artist who helped the military develop this during World War I",camouflage,,,
6136,4/25/2011,Jeopardy!,THE 112th CONGRESS,$400 ,This house minority leader has routinely won 80% of the vote in her re-elections to California's 8th district,Nancy Pelosi,,,
6136,4/25/2011,Jeopardy!,ONE-WORD FILM TITLES,$400 ,It's all a dream (or a dream within a dream within a dream) for Leonardo DiCaprio & Ellen Page in this film--or is it?,Inception,,,
6136,4/25/2011,Jeopardy!,PUMP UP THE JAM,$400 ,This jam fruit named for a New Zealand bird is rich in vitamin C,kiwi,,,
6136,4/25/2011,Jeopardy!,COMMUNITY COLLEGE ALUMNI,$400 ,Richard Carmona rose from Bronx Community College to med school to this job atop the U.S. public health service,the Surgeon General,,,
6136,4/25/2011,Jeopardy!,"""V"" 8-LETTER WORDS",$400 ,"Prohibited, German style",verboten,,,
6136,4/25/2011,Jeopardy!,PACIFIC OCEAN LIFE,$400 ,"(<a href=""http://www.j-archive.com/media/2011-04-25_J_23.wmv"">Kelly of the Clue Crew reads from the Maui Ocean Center.</a>)  Mature green sea turtles are herbivores; that's why their body fat is green; young ones who haven't developed their color yet feed on creatures like jellyfish, so they're classified as these",carnivores,,,
6136,4/25/2011,Jeopardy!,THE 112th CONGRESS,$600 ,In 2000 this Virginian won his primary by 263 votes; now he's house majority leader,Eric Cantor,,,
6136,4/25/2011,Jeopardy!,ONE-WORD FILM TITLES,$600 ,Disney retold the story of Rapunzel in this 2010 animated film,Tangled,,,
6136,4/25/2011,Jeopardy!,PUMP UP THE JAM,$600 ,"A cultivar of this jam fruit is Elberta, a freestone that originated in Georgia in 1870",peach,,,
6136,4/25/2011,Jeopardy!,COMMUNITY COLLEGE ALUMNI,$600 ,"A long time ago in Modesto, Calif., far, far away, this producer/ director went to community college & studied history",George Lucas,,,
6136,4/25/2011,Jeopardy!,"""V"" 8-LETTER WORDS",$600 ,Word for word,verbatim,,,
6136,4/25/2011,Jeopardy!,PACIFIC OCEAN LIFE,$600 ,"(<a href=""http://www.j-archive.com/media/2011-04-25_J_24.wmv"">Sarah of the Clue Crew reads from the Maui Ocean Center.</a>)  The teeth of many rays, which evolved from the scaly pieces that make up their skin, are adapted to their diet; eagle rays have flat teeth for crushing these protective structures",shells,,,
6136,4/25/2011,Jeopardy!,THE 112th CONGRESS,$800 ,"Now Senate majority leader, he beat John Ensign by 428 votes in 1998",Harry Reid,,,
6136,4/25/2011,Jeopardy!,ONE-WORD FILM TITLES,$800 ,Cher played Christina Aguilera's Mentor in this musical,Burlesque,,,
6136,4/25/2011,Jeopardy!,PUMP UP THE JAM,$800 ,"Good in jam (& pulled out of pies with a thumb), Japanese these are native to China, but were 1st cultivated in Japan",plums,,,
6136,4/25/2011,Jeopardy!,COMMUNITY COLLEGE ALUMNI,$800 ,Curt Jones studied chemistry at CC before inventing these delicious flash-frozen beads of ice cream,Dippin' Dots,,,
6136,4/25/2011,Jeopardy!,"""V"" 8-LETTER WORDS",$800 ,"Revenge, Italian style, especially between families",vendetta,,,
6136,4/25/2011,Jeopardy!,PACIFIC OCEAN LIFE,$800 ,"(<a href=""http://www.j-archive.com/media/2011-04-25_J_25.wmv"">Kelly of the Clue Crew reads from the Maui Ocean Center.</a>)  Sea turtles dive to hundreds of feet by storing air in special passages; unlike the lungs, the passages don't have a network of blood vessels, so nitrogen doesn't get into the bloodstream to cause this, as in humans",the bends,,,
6136,4/25/2011,Jeopardy!,THE 112th CONGRESS,"$2,400 ","In the Senate, Mark Kirk replaced Roland Burris, who had replaced this man",Barack Obama,,,
6136,4/25/2011,Jeopardy!,ONE-WORD FILM TITLES,"$1,000 ","Tina Fey was the voice of reporter roxanne ritchi, who covers the title villain-turned-hero of this 2010 movie",Megamind,,,
6136,4/25/2011,Jeopardy!,PUMP UP THE JAM,"$1,000 ",Greeks & Phoenicians spread the popularity of this 3-letter jam fruit throughout the old world; enjoy a San Pedro!,fig,,,
6136,4/25/2011,Jeopardy!,COMMUNITY COLLEGE ALUMNI,"$1,000 ","This PBS ""newshour"" anchor edited the student newspaper at Victoria College in Beaumont, Texas",Jim Lehrer,,,
6136,4/25/2011,Jeopardy!,"""V"" 8-LETTER WORDS","$1,000 ","When you make an active decision, you do it of your own this",volition,,,
6136,4/25/2011,Jeopardy!,PACIFIC OCEAN LIFE,"$1,000 ","(<a href=""http://www.j-archive.com/media/2011-04-25_J_26.wmv"">Sarah of the Clue Crew reads from the Maui Ocean Center.</a>)  The distinctive head of the hammerhead shark gives the fish added lift in rising to the surface; this pair of fins that serves the same purpose is relatively underdeveloped",the pectoral fins,,,
6136,4/25/2011,Double Jeopardy!,TOP OF THE CHARTS,$400 ,"Bemoaning a ""Heart of Glass""",Blondie,,,
6136,4/25/2011,Double Jeopardy!,"COUNT IT ""OFF""",$400 ,Rice or noodles traditionally accompany this beef dish named for a 19th century Russian diplomat,Stroganoff,,,
6136,4/25/2011,Double Jeopardy!,"1, 2, 3, 4",$400 ,By distance from the sun: 1. Mercury 2. Venus 3. Earth  4. this planet,Mars,,,
6136,4/25/2011,Double Jeopardy!,THE OPENING VERSE,$400 ,"...Of a burns poem rhymes ""newly sprung in June"" with ""sweetly play'd in"" this",tune,,,
6136,4/25/2011,Double Jeopardy!,TIME FOR A SOLO,$400 ,Get some goggles & recline in one of these beds: go for the high pressure for a greater proportion of UVA rays,a tanning bed,,,
6136,4/25/2011,Double Jeopardy!,FADE OUT,$400 ,This Egyptian whose reign ended around 1322 B.C. would never be old enough to drink legally in the United States,King Tut,,,
6136,4/25/2011,Double Jeopardy!,TOP OF THE CHARTS,$800 ,"Doin' some ""Jive Talkin' """,The Bee Gees,,,
6136,4/25/2011,Double Jeopardy!,"COUNT IT ""OFF""",$800 ,In 1966 this was named the official ballet company of the New York City Center,the Joffrey Ballet,,,
6136,4/25/2011,Double Jeopardy!,"1, 2, 3, 4",$800 ,"By career homers: 1. Barry Bonds 2. Hank Aaron 3. Babe Ruth 4. ""Say Hey"" to him",Willie Mays,,,
6136,4/25/2011,Double Jeopardy!,THE OPENING VERSE,$800 ,"...Of ""To Autumn"" by Keats says this season ""has O'er-brimm'd"" the bees' ""clammy cells""",summer,,,
6136,4/25/2011,Double Jeopardy!,TIME FOR A SOLO,$800 ,"Grab the 2 handles on your sled & race in this singles sport, a winter Olympic event since 1964",the luge,,,
6136,4/25/2011,Double Jeopardy!,FADE OUT,$800 ,"On Nov. 28, 1859 he became a Legend of Sleepy Hollow himself",(Washington) Irving,,,
6136,4/25/2011,Double Jeopardy!,TOP OF THE CHARTS,"$1,200 ","Suggesting, ""Come See About Me""",The Supremes,,,
6136,4/25/2011,Double Jeopardy!,"COUNT IT ""OFF""","$1,200 ",The most frequent type of exchange between Ben Roethlisberger & Rashard Mendenhall,a handoff,,,
6136,4/25/2011,Double Jeopardy!,"1, 2, 3, 4","$1,200 ",By area: 1. Asia 2. Africa 3. North America 4. this continent,South America,,,
6136,4/25/2011,Double Jeopardy!,THE OPENING VERSE,"$1,200 ","...Of Yeats' ""Leda and"" this bird mentions ""her nape caught in his bill""",a swan,,,
6136,4/25/2011,Double Jeopardy!,TIME FOR A SOLO,"$1,200 ",I'm practicing tricks on my Screaming Eagle one of these toys from Duncan,a yo-yo,,,
6136,4/25/2011,Double Jeopardy!,FADE OUT,"$1,200 ","On Nov. 26, 1504, 12 years after saying ""Goodbye, Columbus"", this queen made her royal exit",Isabella,,,
6136,4/25/2011,Double Jeopardy!,TOP OF THE CHARTS,"$1,600 ","Desiring ""Money For Nothing""",Dire Straits,,,
6136,4/25/2011,Double Jeopardy!,"COUNT IT ""OFF""","$1,600 ",2-word term for a public school official who investigates unauthorized absences from school,a truant officer,,,
6136,4/25/2011,Double Jeopardy!,"1, 2, 3, 4","$3,000 ",By electoral votes: 1. California 2. Texas 3. New York 4. this state,Florida,,,
6136,4/25/2011,Double Jeopardy!,THE OPENING VERSE,"$2,000 ","""The Courtship of Miles Standish"" mentions this man, ""friend, and household companion"" of Miles",John Alden,,,
6136,4/25/2011,Double Jeopardy!,TIME FOR A SOLO,"$1,600 ","Try acting out in prison & you may get sent to this solitary place; Humble Pie sang about ""30 Days"" in it",the hole,,,
6136,4/25/2011,Double Jeopardy!,FADE OUT,"$1,600 ",In 1521 this Spanish explorer could've used a Fountain of Youth after an arrow wound led to his death in Havana,Ponce de Leon,,,
6136,4/25/2011,Double Jeopardy!,TOP OF THE CHARTS,"$2,000 ","Insisting, ""I Can't Go For That (No Can Do)""",Hall & Oates,,,
6136,4/25/2011,Double Jeopardy!,"COUNT IT ""OFF""","$2,000 ","A box for valuables; flush ones in a treasury are said to be ""filled""",a coffer,,,
6136,4/25/2011,Double Jeopardy!,"1, 2, 3, 4","$2,000 ",By atomic number: 1. hydrogen 2. helium 3. lithium 4. this element,Beryllium,,,
6136,4/25/2011,Double Jeopardy!,THE OPENING VERSE,"$2,000 ","...Of this poet's ""Prairie"" begins, ""I was born on the prairie"" (Galesburg, Illinois, 1878)",(Carl) Sandburg,,,
6136,4/25/2011,Double Jeopardy!,TIME FOR A SOLO,"$2,000 ","I like making this type of solo monologue; my favorite begins, ""is this a dagger which I see before me""",a soliloquy,,,
6136,4/25/2011,Double Jeopardy!,FADE OUT,"$2,000 ","The diary closed for this English government official on May 26, 1703",(Samuel) Pepys,,,
6136,4/25/2011,Final Jeopardy!,BRITISH LANDMARKS,None,"Completed in 1858, it was to be named St. Stephen, but was nicknamed this, honoring the chief commissioner of the works",Big Ben,,,
6180,6/24/2011,Jeopardy!,IN THE BEGINNING,$200 ,The Yale-Harvard athletic rivalry began in 1852 in this sport,rowing,,,
6180,6/24/2011,Jeopardy!,SITCOM BY CHARACTERS,$200 ,"Detective Stan ""Wojo"" Wojciehowicz, Detective Sergeant Nick Yemana",Barney Miller,,,
6180,6/24/2011,Jeopardy!,FOOD & DRINK BRANDS,$200 ,Up to 8 varieties of these are sold every year; the shortbread trefoils are always included,Girl Scout Cookies,,,
6180,6/24/2011,Jeopardy!,NEW YORK CITIES & TOWNS,$200 ,"It's known as ""the birthplace of baseball""",Cooperstown,,,
6180,6/24/2011,Jeopardy!,THE NATIONAL TOY HALL OF FAME,$200 ,Joshua Cowen gave his middle name to this brand of model trains,Lionel,,,
6180,6/24/2011,Jeopardy!,"""Y"" IS THE ONLY VOWEL",$200 ,British clergyman Charles Wesley was a notable Methodist writer of these,hymns,,,
6180,6/24/2011,Jeopardy!,IN THE BEGINNING,$400 ,Scientists have confirmed that HIV came from a similar virus in this African ape,a chimpanzee,,,
6180,6/24/2011,Jeopardy!,SITCOM BY CHARACTERS,$400 ,"Kyle, Butters",South Park,,,
6180,6/24/2011,Jeopardy!,FOOD & DRINK BRANDS,$400 ,Swanson Broth is owned by this other soup company,Campbell's,,,
6180,6/24/2011,Jeopardy!,NEW YORK CITIES & TOWNS,$400 ,The George Eastman House in this city is home to the International Museum of Photography & Film,Rochester,,,
6180,6/24/2011,Jeopardy!,THE NATIONAL TOY HALL OF FAME,$400 ,This doll was inducted into the Hall of Fame in 2002; her brother Andy didn't join her until 2007,Raggedy Ann,,,
6180,6/24/2011,Jeopardy!,"""Y"" IS THE ONLY VOWEL",$400 ,It's the adverb for how the bashful boy does things,shyly,,,
6180,6/24/2011,Jeopardy!,IN THE BEGINNING,$600 ,"Some scholars believe this punctuation mark comes from the Latin word Io, a shout of joy",an exclamation point,,,
6180,6/24/2011,Jeopardy!,SITCOM BY CHARACTERS,$600 ,"Hayden Fox, Luther Van Dam",Coach,,,
6180,6/24/2011,Jeopardy!,FOOD & DRINK BRANDS,$600 ,"You're on a ""roll"" if you know that Leo Hirschfeld gave this chewy chocolate candy his daughter's nickname",Tootsie Roll,,,
6180,6/24/2011,Jeopardy!,NEW YORK CITIES & TOWNS,"$1,000 ","It's no myth, this city was named because of its location within the town of Ulysses",Ithaca,,,
6180,6/24/2011,Jeopardy!,THE NATIONAL TOY HALL OF FAME,$600 ,"Initial sales for it were sluggish, but demonstrations of how it walked down stairs at Gimbels made it walk off shelves",a Slinky,,,
6180,6/24/2011,Jeopardy!,"""Y"" IS THE ONLY VOWEL",$600 ,"A naiad, in myth, or Lolita, in literature",a nymph,,,
6180,6/24/2011,Jeopardy!,IN THE BEGINNING,$800 ,In 1939 a Montgomery Ward copywriter wrote this story that was handed out to children in the store for Xmas,"""Rudolph the Red-Nosed Reindeer""",,,
6180,6/24/2011,Jeopardy!,SITCOM BY CHARACTERS,$800 ,"Leslie Knope, Ron Swanson",Parks and Recreation,,,
6180,6/24/2011,Jeopardy!,FOOD & DRINK BRANDS,$800 ,"For a box top & 25 cents, you could get a rag doll from this brand; the family included Uncle Mose & twins Diana & Wade",Aunt Jemima,,,
6180,6/24/2011,Jeopardy!,NEW YORK CITIES & TOWNS,$800 ,This small town in Wyoming county boasts a large annual rodeo & a rather well-known maximum security prison,Attica,,,
6180,6/24/2011,Jeopardy!,THE NATIONAL TOY HALL OF FAME,$800 ,A steam shovel & a crane were the first metal trucks the Mound Metalcraft Co. sold under this brand name,Tonka,,,
6180,6/24/2011,Jeopardy!,"""Y"" IS THE ONLY VOWEL",$800 ,Romany,gypsy,,,
6180,6/24/2011,Jeopardy!,IN THE BEGINNING,"$1,000 ","Formed as a result of WWII, this think tank took its name from ""Research and Development""",(The) RAND (Corporation),,,
6180,6/24/2011,Jeopardy!,SITCOM BY CHARACTERS,"$1,000 ","Jack McFarland, Karen Walker (not the title characters)",Will & Grace,,,
6180,6/24/2011,Jeopardy!,FOOD & DRINK BRANDS,"$1,000 ","The No.1 selling brand of frozen pizza in dollar sales; it's not delivery, it's this",DiGiorno,,,
6180,6/24/2011,Jeopardy!,NEW YORK CITIES & TOWNS,"$1,000 ","Take note--the fort in this town was once considered the ""Gibraltar of the North""",Ticonderoga,,,
6180,6/24/2011,Jeopardy!,THE NATIONAL TOY HALL OF FAME,"$1,000 ","John Lloyd Wright, son of Frank, created this ""presidential"" construction toy",Lincoln Logs,,,
6180,6/24/2011,Jeopardy!,"""Y"" IS THE ONLY VOWEL","$1,000 ","In the ""Iliad"" this dwarven race from Africa fought against cranes who destroyed their fields",pygmy,,,
6180,6/24/2011,Double Jeopardy!,MAY I QUOTE YOU ON THAT?,$400 ,"This woman, upon meeting Jimmy Page at Buckingham Palace, asked, ""And what do you do?",Queen Elizabeth II,,,
6180,6/24/2011,Double Jeopardy!,COVER BANDS,$400 ,Desperado pays tribute to this group,The Eagles,,,
6180,6/24/2011,Double Jeopardy!,REVOLUTIONARY WAR GENERALS,$400 ,"In command when the war began, Artemas Ward was soon playing second fife to this man",Washington,,,
6180,6/24/2011,Double Jeopardy!,WHATCHAMACALLIT,$400 ,"Because it operates like an old execution device, your average paper cutter also goes by this name",a guillotine,,,
6180,6/24/2011,Double Jeopardy!,OUR TOP STORIES,$400 ,Dateline Southwark: 30 pilgrims en route from Tabard Inn ultimately to this town in Kent,Canterbury,,,
6180,6/24/2011,Double Jeopardy!,STARTS WITH THE SAME 2 LETTERS,$400 ,Spooky,eerie,,,
6180,6/24/2011,Double Jeopardy!,MAY I QUOTE YOU ON THAT?,$800 ,"A 1939 editorial: The problem with this is ""people must sit and keep their eyes glued... the average American family hasn't time""",television,,,
6180,6/24/2011,Double Jeopardy!,COVER BANDS,$800 ,"Well, whatever--Nevermind has the look & sound of this grunge group",Nirvana,,,
6180,6/24/2011,Double Jeopardy!,REVOLUTIONARY WAR GENERALS,$800 ,In 2002 this French general became only the sixth person to be named an honorary U.S. citizen,Lafayette,,,
6180,6/24/2011,Double Jeopardy!,WHATCHAMACALLIT,$800 ,A ciborium is a small container used to hold the consecrated wafers for this sacrament,communion,,,
6180,6/24/2011,Double Jeopardy!,OUR TOP STORIES,$800 ,"Dateline Hell: This ""lost archangel"" laments loss of Paradise & plots revenge",Satan,,,
6180,6/24/2011,Double Jeopardy!,STARTS WITH THE SAME 2 LETTERS,$800 ,"If you've got lots & lots of something, you've got this large amount",oodles,,,
6180,6/24/2011,Double Jeopardy!,MAY I QUOTE YOU ON THAT?,"$2,500 ","""No matter what happens, the U.S. Navy is not going to be caught napping"", said Navy Sec. Frank Knox Dec. 4 of this year",1941,,,
6180,6/24/2011,Double Jeopardy!,COVER BANDS,"$1,200 ",Here's a message in a bottle: Stung covers the songs of this trio,The Police,,,
6180,6/24/2011,Double Jeopardy!,REVOLUTIONARY WAR GENERALS,"$3,000 ","This last surviving general who died in 1832 at 98, gave his name to a South Carolina site that later made big news",(Thomas) Sumter,,,
6180,6/24/2011,Double Jeopardy!,WHATCHAMACALLIT,"$1,200 ","(<a href=""http://www.j-archive.com/media/2011-06-24_DJ_17.jpg"" target=""_blank"">Jimmy of the Clue Crew shows a diagram on a monitor.</a>)  In the pronunciation of the word ""circus"", the ""U"" is an unstressed vowel & is marked with what looks like an inverted ""e"", called <a href=""http://www.j-archive.com/media/2011-06-24_DJ_17a.jpg"" target=""_blank"">this</a>",a schwa,,,
6180,6/24/2011,Double Jeopardy!,OUR TOP STORIES,"$1,200 ","Dateline Georgia: Sharecropper Jeeter Lester lives out his sad existence on this ""road""",Tobacco Road,,,
6180,6/24/2011,Double Jeopardy!,STARTS WITH THE SAME 2 LETTERS,"$1,200 ","In the Bible he made the Golden Calf, disappointing his brother",Aaron,,,
6180,6/24/2011,Double Jeopardy!,MAY I QUOTE YOU ON THAT?,"$1,600 ","Variety in 1955 on this musical style: ""It will be gone by June""",rock & roll,,,
6180,6/24/2011,Double Jeopardy!,COVER BANDS,"$1,600 ","Covering this quartet, Vertigo USA could be ""even better than the real thing""",U2,,,
6180,6/24/2011,Double Jeopardy!,REVOLUTIONARY WAR GENERALS,"$1,600 ",This general became our nation's first Secretary of War & had a Kentucky fort named in his honor,(Henry) Knox,,,
6180,6/24/2011,Double Jeopardy!,WHATCHAMACALLIT,"$1,600 ",It's the 3-letter word for an apple seed or any of the spots on a pair of dice,a pip,,,
6180,6/24/2011,Double Jeopardy!,OUR TOP STORIES,"$1,600 ",Dateline London: Orphan asks for additional serving of this 5-letter foodstuff,gruel,,,
6180,6/24/2011,Double Jeopardy!,STARTS WITH THE SAME 2 LETTERS,"$1,600 ","This kind of tea gets its name from the Chinese for ""black dragon""",oolong,,,
6180,6/24/2011,Double Jeopardy!,MAY I QUOTE YOU ON THAT?,"$2,000 ","In 2010 British Petroleum said it ""seemed inconceivable"" that this oil rig device, BP for short, could fail",the blowout preventer,,,
6180,6/24/2011,Double Jeopardy!,COVER BANDS,"$2,000 ","Perhaps ""Back In Black"", Live Wire ""Shook Me All Night Long"" with its tribute to this hard rock group",AC/DC,,,
6180,6/24/2011,Double Jeopardy!,REVOLUTIONARY WAR GENERALS,"$2,000 ","A statue of this ""colorful"" general in the U.S. Capitol represents the State of Rhode Island",Nathanael Greene,,,
6180,6/24/2011,Double Jeopardy!,WHATCHAMACALLIT,"$2,000 ","Derived from French, it's the small type of souffle baking dish seen <a href=""http://www.j-archive.com/media/2011-06-24_DJ_19.jpg"" target=""_blank"">here</a>--who wants dessert?",a ramekin,,,
6180,6/24/2011,Double Jeopardy!,OUR TOP STORIES,"$2,000 ","Dateline ""On the Road"": Sal & Dean beat-ing it to this West Coast town",San Francisco,,,
6180,6/24/2011,Double Jeopardy!,STARTS WITH THE SAME 2 LETTERS,"$2,000 ","This British company bills itself as ""the world's leading insurance market""",Lloyd's,,,
6180,6/24/2011,Final Jeopardy!,WORLD CAPITALS,None,"Built about 50 years ago, it's the only world capital to start with the letter ""I""",Islamabad,,,
6107,3/15/2011,Jeopardy!,JULIUS CAESAR,$200 ,"In his will, Caesar adopted this teenage future emperor as his heir",Augustus,,,
6107,3/15/2011,Jeopardy!,ROAM!,$200 ,This can refer to a rural walk or a tax increase,a hike,,,
6107,3/15/2011,Jeopardy!,"""B"" WEAR",$200 ,In the U.S. this is a frilly hat for women; in England it refers to the hood of a car,a bonnet,,,
6107,3/15/2011,Jeopardy!,THE IDES OF MARCH,$200 ,"On March 15, 1998, the ides boded ill for this pediatrician who wrote a book on child care",Dr. Spock,,,
6107,3/15/2011,Jeopardy!,TAKE A STAB,$200 ,"To protect Winona Ryder, Johnny Depp stabs Anthony Michael Hall with his ""hands"" in this Tim Burton film",Edward Scissorhands,,,
6107,3/15/2011,Jeopardy!,"ET TU, BRONTE",$200 ,"Charlotte based ""Villette"" on her experiences at a boarding school in this Belgian city",Brussels,,,
6107,3/15/2011,Jeopardy!,JULIUS CAESAR,$400 ,"In Shakespeare's"" Julius Caesar"", this man begins his eulogy of Caesar, ""Friends, Romans, countrymen...""",Mark Antony,,,
6107,3/15/2011,Jeopardy!,ROAM!,$400 ,"Mark Twain said this sport ""is a good walk spoiled""",golf,,,
6107,3/15/2011,Jeopardy!,"""B"" WEAR",$400 ,"""Flowery"" term for an old-fashioned women's undergarment",bloomers,,,
6107,3/15/2011,Jeopardy!,THE IDES OF MARCH,$400 ,"On March 15, 1956 Broadway said 'Allo for the first time to 'Enry 'Iggins in this show at the Mark 'Ellenger",My Fair Lady,,,
6107,3/15/2011,Jeopardy!,TAKE A STAB,$400 ,"In this John Boorman film, Mordred pierces Arthur with his spear, but Arthur gets him anyway",Excalibur,,,
6107,3/15/2011,Jeopardy!,"ET TU, BRONTE",$400 ,"The title character of Anne's ""Agnes Grey"" worked in this 9-letter job, as did Anne from 1841 to 1845",governess,,,
6107,3/15/2011,Jeopardy!,JULIUS CAESAR,$600 ,"In 47 B.C., after defeating the King of Pontus, Caesar boasted, ""Veni, vidi, vici!""; I came, I saw, I did this",I conquered,,,
6107,3/15/2011,Jeopardy!,ROAM!,$600 ,This word for a leisurely stroll sounds like Mrs. Claus' hubby,a saunter,,,
6107,3/15/2011,Jeopardy!,"""B"" WEAR",$600 ,"Formal functions are sometimes called these 2-word affairs, referring to a piece of men's clothing",black tie,,,
6107,3/15/2011,Jeopardy!,THE IDES OF MARCH,$600 ,"On March 15, 1985 this type of site debuted on the Internet; it was soon to be a ""Revolution"" & a ""Bubble""",a dot com,,,
6107,3/15/2011,Jeopardy!,TAKE A STAB,$600 ,"In a 1976 horror film, this telekinetic teen uses her powers to ""throw"" cutlery at her uber-religious mom",Carrie,,,
